  70.0000      72.5000      75.0000      77.5000      80.0000      82.5000      85.0000      87.5000      90.0000      92.5000      95.0000      97.5000     100.0000      102.500      105.000      107.500      110.000      112.500      115.000      117.500      120.000    
  40.0000    |  102530.      102680.      102868.      103007.      103028.      102947.      102862.      102864.      102963.      103078.      103114.      103057.      102976.      102951.      102997.      103056.      103065.      103014.      102941.      102883.      102830.    
  42.5000    |  102563.      102723.      102916.      103076.      103149.      103138.      103097.      103088.      103127.      103185.      103225.      103244.      103266.      103310.      103357.      103360.      103299.      103189.      103073.      102975.      102891.    
  45.0000    |  102632.      102753.      102894.      103026.      103127.      103195.      103247.      103300.      103357.      103405.      103444.      103482.      103526.      103571.      103594.      103565.      103478.      103350.      103214.      103081.      102949.    
  47.5000    |  102712.      102784.      102852.      102926.      103018.      103137.      103278.      103424.      103545.      103624.      103658.      103662.      103657.      103647.      103628.      103585.      103513.      103408.      103275.      103116.      102933.    
  50.0000    |  102676.      102728.      102757.      102792.      102867.      103000.      103180.      103376.      103543.      103645.      103675.      103650.      103598.      103545.      103505.      103473.      103435.      103367.      103254.      103086.      102872.    
  52.5000    |  102428.      102490.      102530.      102574.      102646.      102766.      102928.      103107.      103263.      103365.      103407.      103398.      103368.      103342.      103333.      103338.      103334.      103298.      103208.      103057.      102862.    
  55.0000    |  102037.      102110.      102181.      102251.      102332.      102434.      102551.      102677.      102793.      102888.      102957.      103008.      103053.      103100.      103150.      103194.      103214.      103193.      103124.      103013.      102880.    
  57.5000    |  101675.      101743.      101827.      101917.      102008.      102098.      102188.      102276.      102367.      102461.      102557.      102660.      102762.      102858.      102937.      102984.      102994.      102967.      102911.      102846.      102785.    
  60.0000    |  101447.      101503.      101584.      101679.      101780.      101879.      101973.      102065.      102160.      102259.      102366.      102475.      102574.      102651.      102696.      102702.      102672.      102622.      102568.      102533.      102527.    
