  1 Jan 2020	  40.0000    	  42.5000    	  45.0000    	  47.5000    	  50.0000    	  52.5000    	  55.0000    	  57.5000    	  60.0000    
  70.0000    	  102228.    	  102222.    	  102343.    	  102321.    	  101884.    	  101111.    	  100306.    	  99714.0    	  99346.0    
  72.5000    	  102590.    	  102522.    	  102547.    	  102465.    	  102052.    	  101318.    	  100527.    	  99916.0    	  99498.0    
  75.0000    	  102898.    	  102826.    	  102780.    	  102613.    	  102183.    	  101497.    	  100759.    	  100151.    	  99720.0    
  77.5000    	  103048.    	  103058.    	  102997.    	  102772.    	  102304.    	  101661.    	  100986.    	  100402.    	  99984.0    
  80.0000    	  103044.    	  103185.    	  103178.    	  102930.    	  102462.    	  101859.    	  101217.    	  100667.    	  100272.    
  82.5000    	  102936.    	  103199.    	  103291.    	  103095.    	  102677.    	  102108.    	  101478.    	  100930.    	  100557.    
  85.0000    	  102827.    	  103155.    	  103337.    	  103251.    	  102940.    	  102421.    	  101767.    	  101184.    	  100831.    
  87.5000    	  102794.    	  103091.    	  103325.    	  103380.    	  103216.    	  102750.    	  102061.    	  101426.    	  101082.    
  90.0000    	  102835.    	  103036.    	  103281.    	  103471.    	  103456.    	  103053.    	  102324.    	  101646.    	  101315.    
  92.5000    	  102897.    	  102996.    	  103244.    	  103514.    	  103598.    	  103259.    	  102532.    	  101848.    	  101540.    
  95.0000    	  102897.    	  102987.    	  103238.    	  103518.    	  103628.    	  103335.    	  102672.    	  102042.    	  101762.    
  97.5000    	  102819.    	  103017.    	  103287.    	  103508.    	  103567.    	  103322.    	  102777.    	  102237.    	  101993.    
 100.0000    	  102743.    	  103106.    	  103403.    	  103497.    	  103463.    	  103267.    	  102881.    	  102459.    	  102233.    
  102.500    	  102757.    	  103271.    	  103552.    	  103509.    	  103380.    	  103249.    	  103015.    	  102699.    	  102444.    
  105.000    	  102897.    	  103462.    	  103688.    	  103548.    	  103365.    	  103298.    	  103183.    	  102912.    	  102586.    
  107.500    	  103096.    	  103605.    	  103772.    	  103592.    	  103414.    	  103401.    	  103346.    	  103057.    	  102637.    
  110.000    	  103222.    	  103630.    	  103778.    	  103625.    	  103485.    	  103504.    	  103444.    	  103087.    	  102567.    
  112.500    	  103217.    	  103548.    	  103703.    	  103612.    	  103518.    	  103525.    	  103413.    	  102984.    	  102396.    
  115.000    	  103123.    	  103419.    	  103604.    	  103547.    	  103453.    	  103423.    	  103254.    	  102775.    	  102177.    
  117.500    	  103056.    	  103332.    	  103498.    	  103426.    	  103283.    	  103202.    	  103008.    	  102529.    	  101970.    
  120.000    	  103073.    	  103301.    	  103403.    	  103252.    	  103042.    	  102927.    	  102749.    	  102328.    	  101836.    
  2 Jan 2020	  40.0000    	  42.5000    	  45.0000    	  47.5000    	  50.0000    	  52.5000    	  55.0000    	  57.5000    	  60.0000    
  70.0000    	  102234.    	  102100.    	  102202.    	  102340.    	  102126.    	  101508.    	  100836.    	  100472.    	  100400.    
  72.5000    	  102592.    	  102367.    	  102355.    	  102440.    	  102269.    	  101704.    	  101015.    	  100562.    	  100415.    
  75.0000    	  102963.    	  102693.    	  102567.    	  102546.    	  102358.    	  101841.    	  101179.    	  100680.    	  100471.    
  77.5000    	  103198.    	  102968.    	  102791.    	  102675.    	  102435.    	  101950.    	  101324.    	  100805.    	  100540.    
  80.0000    	  103225.    	  103105.    	  102997.    	  102856.    	  102571.    	  102083.    	  101463.    	  100923.    	  100616.    
  82.5000    	  103100.    	  103112.    	  103157.    	  103089.    	  102804.    	  102290.    	  101636.    	  101045.    	  100694.    
  85.0000    	  102956.    	  103071.    	  103295.    	  103366.    	  103130.    	  102572.    	  101839.    	  101167.    	  100766.    
  87.5000    	  102915.    	  103036.    	  103401.    	  103645.    	  103484.    	  102890.    	  102048.    	  101291.    	  100842.    
  90.0000    	  102992.    	  103050.    	  103476.    	  103856.    	  103781.    	  103159.    	  102242.    	  101402.    	  100925.    
  92.5000    	  103103.    	  103085.    	  103507.    	  103948.    	  103934.    	  103317.    	  102371.    	  101512.    	  101024.    
  95.0000    	  103158.    	  103130.    	  103510.    	  103928.    	  103920.    	  103340.    	  102439.    	  101623.    	  101153.    
  97.5000    	  103139.    	  103197.    	  103527.    	  103836.    	  103777.    	  103255.    	  102467.    	  101746.    	  101316.    
 100.0000    	  103112.    	  103318.    	  103601.    	  103738.    	  103581.    	  103127.    	  102493.    	  101893.    	  101509.    
  102.500    	  103157.    	  103506.    	  103721.    	  103671.    	  103414.    	  103031.    	  102557.    	  102077.    	  101705.    
  105.000    	  103275.    	  103701.    	  103844.    	  103648.    	  103324.    	  103013.    	  102665.    	  102258.    	  101891.    
  107.500    	  103390.    	  103821.    	  103913.    	  103641.    	  103298.    	  103056.    	  102796.    	  102423.    	  102028.    
  110.000    	  103412.    	  103796.    	  103882.    	  103617.    	  103307.    	  103121.    	  102903.    	  102521.    	  102106.    
  112.500    	  103312.    	  103652.    	  103756.    	  103547.    	  103292.    	  103138.    	  102933.    	  102540.    	  102120.    
  115.000    	  103173.    	  103467.    	  103583.    	  103424.    	  103199.    	  103058.    	  102863.    	  102486.    	  102095.    
  117.500    	  103069.    	  103304.    	  103392.    	  103233.    	  103010.    	  102873.    	  102708.    	  102396.    	  102081.    
  120.000    	  103022.    	  103179.    	  103195.    	  102983.    	  102741.    	  102615.    	  102521.    	  102318.    	  102085.    
  3 Jan 2020	  40.0000    	  42.5000    	  45.0000    	  47.5000    	  50.0000    	  52.5000    	  55.0000    	  57.5000    	  60.0000    
  70.0000    	  102491.    	  102418.    	  102471.    	  102561.    	  102476.    	  102135.    	  101681.    	  101245.    	  100797.    
  72.5000    	  102551.    	  102500.    	  102547.    	  102602.    	  102485.    	  102141.    	  101694.    	  101260.    	  100833.    
  75.0000    	  102628.    	  102598.    	  102627.    	  102614.    	  102444.    	  102101.    	  101678.    	  101248.    	  100841.    
  77.5000    	  102676.    	  102688.    	  102710.    	  102636.    	  102406.    	  102057.    	  101645.    	  101222.    	  100836.    
  80.0000    	  102649.    	  102733.    	  102809.    	  102715.    	  102443.    	  102070.    	  101635.    	  101184.    	  100803.    
  82.5000    	  102547.    	  102721.    	  102902.    	  102875.    	  102612.    	  102197.    	  101683.    	  101161.    	  100777.    
  85.0000    	  102462.    	  102671.    	  102977.    	  103103.    	  102922.    	  102453.    	  101808.    	  101170.    	  100753.    
  87.5000    	  102506.    	  102634.    	  103035.    	  103355.    	  103291.    	  102777.    	  101976.    	  101195.    	  100737.    
  90.0000    	  102678.    	  102645.    	  103071.    	  103577.    	  103642.    	  103087.    	  102142.    	  101238.    	  100747.    
  92.5000    	  102874.    	  102679.    	  103109.    	  103713.    	  103861.    	  103280.    	  102245.    	  101276.    	  100774.    
  95.0000    	  102952.    	  102732.    	  103149.    	  103764.    	  103906.    	  103308.    	  102268.    	  101318.    	  100839.    
  97.5000    	  102873.    	  102795.    	  103225.    	  103740.    	  103784.    	  103187.    	  102235.    	  101375.    	  100937.    
 100.0000    	  102740.    	  102923.    	  103363.    	  103686.    	  103570.    	  102991.    	  102186.    	  101462.    	  101063.    
  102.500    	  102719.    	  103138.    	  103544.    	  103635.    	  103338.    	  102809.    	  102178.    	  101591.    	  101212.    
  105.000    	  102857.    	  103406.    	  103719.    	  103580.    	  103156.    	  102701.    	  102236.    	  101751.    	  101346.    
  107.500    	  103064.    	  103621.    	  103812.    	  103511.    	  103039.    	  102675.    	  102341.    	  101897.    	  101446.    
  110.000    	  103192.    	  103672.    	  103764.    	  103391.    	  102960.    	  102693.    	  102439.    	  101989.    	  101480.    
  112.500    	  103161.    	  103546.    	  103573.    	  103223.    	  102879.    	  102714.    	  102491.    	  102008.    	  101460.    
  115.000    	  103015.    	  103307.    	  103302.    	  103014.    	  102776.    	  102683.    	  102462.    	  101958.    	  101417.    
  117.500    	  102873.    	  103060.    	  103027.    	  102793.    	  102642.    	  102598.    	  102392.    	  101895.    	  101401.    
  120.000    	  102786.    	  102871.    	  102792.    	  102604.    	  102502.    	  102494.    	  102315.    	  101873.    	  101459.    
  4 Jan 2020	  40.0000    	  42.5000    	  45.0000    	  47.5000    	  50.0000    	  52.5000    	  55.0000    	  57.5000    	  60.0000    
