  1 Jan 2019	  40.0000    	  42.5000    	  45.0000    	  47.5000    	  50.0000    	  52.5000    	  55.0000    	  57.5000    	  60.0000    
  70.0000    	  102193.    	  102377.    	  102846.    	  103388.    	  103661.    	  103515.    	  103072.    	  102579.    	  102168.    
  72.5000    	  102367.    	  102517.    	  102950.    	  103481.    	  103776.    	  103638.    	  103183.    	  102647.    	  102200.    
  75.0000    	  102653.    	  102752.    	  103094.    	  103550.    	  103816.    	  103704.    	  103273.    	  102727.    	  102257.    
  77.5000    	  102904.    	  102981.    	  103242.    	  103594.    	  103808.    	  103720.    	  103337.    	  102819.    	  102346.    
  80.0000    	  102992.    	  103123.    	  103363.    	  103636.    	  103792.    	  103725.    	  103397.    	  102920.    	  102458.    
  82.5000    	  102942.    	  103182.    	  103473.    	  103719.    	  103838.    	  103764.    	  103475.    	  103032.    	  102581.    
  85.0000    	  102857.    	  103187.    	  103575.    	  103861.    	  103965.    	  103874.    	  103581.    	  103156.    	  102718.    
  87.5000    	  102864.    	  103196.    	  103659.    	  104018.    	  104154.    	  104039.    	  103725.    	  103290.    	  102857.    
  90.0000    	  102979.    	  103209.    	  103705.    	  104149.    	  104337.    	  104214.    	  103864.    	  103412.    	  102996.    
  92.5000    	  103109.    	  103211.    	  103695.    	  104213.    	  104466.    	  104354.    	  103984.    	  103533.    	  103128.    
  95.0000    	  103144.    	  103186.    	  103667.    	  104233.    	  104525.    	  104425.    	  104062.    	  103637.    	  103254.    
  97.5000    	  103093.    	  103196.    	  103692.    	  104250.    	  104538.    	  104443.    	  104112.    	  103736.    	  103389.    
 100.0000    	  103081.    	  103324.    	  103830.    	  104328.    	  104549.    	  104438.    	  104144.    	  103844.    	  103532.    
  102.500    	  103241.    	  103592.    	  104070.    	  104460.    	  104586.    	  104440.    	  104194.    	  103963.    	  103666.    
  105.000    	  103560.    	  103942.    	  104340.    	  104612.    	  104638.    	  104462.    	  104261.    	  104078.    	  103780.    
  107.500    	  103906.    	  104236.    	  104535.    	  104714.    	  104676.    	  104491.    	  104326.    	  104179.    	  103864.    
  110.000    	  104130.    	  104367.    	  104602.    	  104735.    	  104670.    	  104490.    	  104360.    	  104234.    	  103888.    
  112.500    	  104164.    	  104339.    	  104539.    	  104652.    	  104576.    	  104414.    	  104329.    	  104225.    	  103851.    
  115.000    	  104089.    	  104222.    	  104404.    	  104474.    	  104372.    	  104236.    	  104205.    	  104134.    	  103746.    
  117.500    	  103981.    	  104097.    	  104221.    	  104212.    	  104052.    	  103946.    	  103992.    	  103974.    	  103605.    
  120.000    	  103862.    	  103954.    	  103997.    	  103862.    	  103644.    	  103585.    	  103730.    	  103777.    	  103441.    
  2 Jan 2019	  40.0000    	  42.5000    	  45.0000    	  47.5000    	  50.0000    	  52.5000    	  55.0000    	  57.5000    	  60.0000    
  70.0000    	  102931.    	  102903.    	  102964.    	  103228.    	  103521.    	  103552.    	  103280.    	  102908.    	  102499.    
  72.5000    	  102991.    	  102929.    	  102958.    	  103213.    	  103538.    	  103607.    	  103361.    	  103003.    	  102607.    
  75.0000    	  102965.    	  102913.    	  102936.    	  103185.    	  103528.    	  103636.    	  103423.    	  103095.    	  102737.    
  77.5000    	  102875.    	  102894.    	  102951.    	  103204.    	  103541.    	  103657.    	  103468.    	  103171.    	  102867.    
  80.0000    	  102789.    	  102933.    	  103063.    	  103319.    	  103624.    	  103711.    	  103506.    	  103226.    	  102973.    
  82.5000    	  102778.    	  103078.    	  103290.    	  103547.    	  103813.    	  103831.    	  103565.    	  103271.    	  103063.    
  85.0000    	  102858.    	  103271.    	  103568.    	  103850.    	  104082.    	  104020.    	  103658.    	  103305.    	  103126.    
  87.5000    	  102960.    	  103426.    	  103793.    	  104146.    	  104389.    	  104258.    	  103774.    	  103342.    	  103176.    
  90.0000    	  103012.    	  103452.    	  103882.    	  104339.    	  104646.    	  104482.    	  103904.    	  103392.    	  103210.    
  92.5000    	  102992.    	  103374.    	  103856.    	  104419.    	  104807.    	  104647.    	  104014.    	  103445.    	  103249.    
  95.0000    	  102948.    	  103276.    	  103795.    	  104427.    	  104861.    	  104718.    	  104084.    	  103512.    	  103300.    
  97.5000    	  102927.    	  103256.    	  103795.    	  104416.    	  104822.    	  104686.    	  104109.    	  103574.    	  103363.    
 100.0000    	  102972.    	  103336.    	  103856.    	  104402.    	  104714.    	  104575.    	  104094.    	  103647.    	  103438.    
  102.500    	  103053.    	  103448.    	  103926.    	  104350.    	  104547.    	  104411.    	  104053.    	  103724.    	  103519.    
  105.000    	  103131.    	  103496.    	  103922.    	  104250.    	  104363.    	  104242.    	  104018.    	  103802.    	  103581.    
  107.500    	  103171.    	  103467.    	  103839.    	  104109.    	  104180.    	  104098.    	  103991.    	  103862.    	  103613.    
  110.000    	  103215.    	  103406.    	  103723.    	  103976.    	  104036.    	  104000.    	  103976.    	  103901.    	  103611.    
  112.500    	  103293.    	  103396.    	  103664.    	  103892.    	  103939.    	  103920.    	  103951.    	  103900.    	  103566.    
  115.000    	  103420.    	  103468.    	  103676.    	  103837.    	  103843.    	  103827.    	  103899.    	  103854.    	  103482.    
  117.500    	  103557.    	  103586.    	  103711.    	  103770.    	  103710.    	  103692.    	  103785.    	  103760.    	  103376.    
  120.000    	  103632.    	  103655.    	  103708.    	  103647.    	  103505.    	  103482.    	  103620.    	  103626.    	  103255.    
  3 Jan 2019	  40.0000    	  42.5000    	  45.0000    	  47.5000    	  50.0000    	  52.5000    	  55.0000    	  57.5000    	  60.0000    
  70.0000    	  102772.    	  102606.    	  102708.    	  103142.    	  103602.    	  103757.    	  103559.    	  103123.    	  102533.    
  72.5000    	  103195.    	  102885.    	  102856.    	  103188.    	  103596.    	  103760.    	  103603.    	  103200.    	  102610.    
  75.0000    	  103459.    	  103090.    	  102989.    	  103245.    	  103581.    	  103735.    	  103634.    	  103291.    	  102732.    
  77.5000    	  103459.    	  103155.    	  103096.    	  103313.    	  103581.    	  103719.    	  103663.    	  103394.    	  102875.    
  80.0000    	  103301.    	  103158.    	  103219.    	  103440.    	  103651.    	  103753.    	  103716.    	  103502.    	  103029.    
  82.5000    	  103182.    	  103229.    	  103415.    	  103652.    	  103815.    	  103866.    	  103810.    	  103609.    	  103176.    
  85.0000    	  103233.    	  103424.    	  103686.    	  103924.    	  104058.    	  104049.    	  103938.    	  103710.    	  103302.    
  87.5000    	  103399.    	  103671.    	  103937.    	  104178.    	  104310.    	  104274.    	  104079.    	  103794.    	  103397.    
  90.0000    	  103533.    	  103832.    	  104086.    	  104344.    	  104521.    	  104477.    	  104215.    	  103850.    	  103454.    
  92.5000    	  103526.    	  103846.    	  104097.    	  104399.    	  104652.    	  104635.    	  104318.    	  103892.    	  103488.    
  95.0000    	  103415.    	  103780.    	  104068.    	  104407.    	  104713.    	  104717.    	  104369.    	  103908.    	  103509.    
  97.5000    	  103363.    	  103788.    	  104102.    	  104442.    	  104738.    	  104738.    	  104386.    	  103930.    	  103528.    
 100.0000    	  103488.    	  103954.    	  104263.    	  104528.    	  104738.    	  104695.    	  104373.    	  103952.    	  103560.    
  102.500    	  103743.    	  104214.    	  104479.    	  104625.    	  104691.    	  104591.    	  104329.    	  103976.    	  103593.    
  105.000    	  103957.    	  104397.    	  104612.    	  104630.    	  104555.    	  104429.    	  104253.    	  104005.    	  103628.    
  107.500    	  103978.    	  104367.    	  104543.    	  104481.    	  104316.    	  104199.    	  104147.    	  104006.    	  103641.    
  110.000    	  103790.    	  104129.    	  104286.    	  104189.    	  103999.    	  103930.    	  104002.    	  103981.    	  103632.    
  112.500    	  103541.    	  103807.    	  103944.    	  103842.    	  103649.    	  103643.    	  103828.    	  103911.    	  103587.    
  115.000    	  103366.    	  103534.    	  103626.    	  103505.    	  103330.    	  103368.    	  103638.    	  103800.    	  103517.    
  117.500    	  103310.    	  103371.    	  103392.    	  103250.    	  103067.    	  103129.    	  103447.    	  103660.    	  103424.    
  120.000    	  103326.    	  103301.    	  103252.    	  103068.    	  102879.    	  102938.    	  103270.    	  103516.    	  103329.    
  4 Jan 2019	  40.0000    	  42.5000    	  45.0000    	  47.5000    	  50.0000    	  52.5000    	  55.0000    	  57.5000    	  60.0000    
  70.0000    	  101692.    	  101872.    	  102269.    	  102879.    	  103488.    	  103692.    	  103300.    	  102617.    	  102051.    
  72.5000    	  102050.    	  102119.    	  102315.    	  102769.    	  103357.    	  103648.    	  103343.    	  102676.    	  102071.    
  75.0000    	  102398.    	  102402.    	  102401.    	  102637.    	  103143.    	  103516.    	  103340.    	  102753.    	  102146.    
  77.5000    	  102593.    	  102601.    	  102480.    	  102537.    	  102924.    	  103332.    	  103302.    	  102839.    	  102261.    
  80.0000    	  102594.    	  102669.    	  102559.    	  102517.    	  102794.    	  103189.    	  103268.    	  102931.    	  102410.    
  82.5000    	  102483.    	  102649.    	  102660.    	  102642.    	  102837.    	  103170.    	  103280.    	  103031.    	  102585.    
