Jan	1950	102526.4709																					
	42.5	102506	102594	102693	102759	102780	102794	102838	102922	103008	103039	102993	102900	102815	102782	102805	102855	102902	102928	102931	102914	102879	
	45	102738	102790	102844	102892	102940	103008	103100	103196	103251	103230	103134	103009	102905	102859	102871	102915	102963	102993	102997	102979	102944	
	47.5	102901	102919	102929	102945	102993	103082	103202	103316	103377	103359	103268	103143	103032	102967	102953	102981	103021	103053	103057	103030	102976	
	50	102859	102867	102862	102867	102909	103000	103130	103262	103358	103387	103348	103265	103171	103098	103062	103058	103075	103088	103074	103024	102939	
	52.5	102573	102596	102612	102639	102689	102776	102895	103025	103141	103218	103247	103233	103193	103149	103117	103103	103097	103086	103053	102985	102890	
	55	102164	102205	102254	102310	102376	102453	102548	102653	102759	102855	102931	102985	103018	103038	103052	103060	103061	103048	103015	102962	102899	
	57.5	101824	101863	101922	101992	102062	102131	102205	102282	102368	102461	102558	102654	102744	102823	102886	102931	102957	102964	102958	102944	102937	
	60	101631	101655	101703	101767	101839	101909	101980	102053	102132	102220	102318	102424	102528	102624	102706	102769	102811	102840	102862	102889	102929	102795.9312
Jan	1971																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102876	102915	102973	103000	102960	102876	102816	102833	102911	102973	102944	102829	102703	102650	102695	102794	102877	102908	102883	102819	102726	
	42.5	102971	103008	103063	103100	103102	103087	103089	103123	103158	103142	103040	102877	102730	102663	102695	102784	102869	102911	102896	102841	102766	
	45	103029	103064	103112	103160	103206	103252	103300	103333	103315	103220	103048	102853	102700	102641	102675	102763	102850	102897	102892	102845	102778	
	47.5	102983	103016	103058	103107	103171	103255	103340	103396	103383	103286	103119	102935	102793	102729	102745	102805	102869	102899	102883	102825	102743	
	50	102728	102770	102811	102859	102930	103034	103155	103263	103319	103300	103211	103090	102981	102915	102896	102909	102923	102913	102867	102785	102682	
	52.5	102281	102334	102386	102444	102525	102639	102781	102929	103049	103115	103127	103095	103047	103005	102979	102962	102941	102898	102829	102735	102636	
	55	101779	101833	101895	101966	102053	102164	102295	102438	102570	102678	102752	102797	102824	102842	102852	102853	102835	102792	102728	102653	102589	
	57.5	101335	101374	101433	101506	101593	101691	101798	101909	102018	102122	102214	102303	102384	102458	102520	102558	102568	102551	102517	102484	102476	
	60	100972	100990	101035	101105	101192	101288	101386	101485	101579	101672	101765	101860	101958	102051	102128	102183	102210	102215	102217	102232	102282	102650.963
Jan	1972																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102538	102489	102459	102407	102330	102263	102246	102284	102334	102339	102286	102210	102176	102223	102339	102484	102619	102719	102778	102791	102755	
	42.5	102747	102719	102698	102676	102659	102672	102723	102785	102809	102760	102651	102537	102476	102494	102571	102664	102743	102795	102826	102834	102818	
	45	102864	102884	102896	102908	102936	102989	103055	103098	103075	102973	102820	102681	102608	102614	102676	102750	102812	102850	102871	102879	102877	
	47.5	102868	102915	102946	102968	103000	103049	103099	103118	103075	102966	102824	102700	102637	102644	102701	102771	102830	102865	102879	102878	102866	
	50	102743	102793	102826	102856	102891	102942	102996	103030	103023	102971	102891	102813	102772	102772	102802	102842	102868	102875	102857	102826	102788	
	52.5	102509	102549	102591	102640	102701	102778	102865	102946	103003	103026	103022	103004	102986	102978	102974	102964	102939	102893	102835	102771	102720	
	55	102251	102276	102320	102383	102464	102558	102663	102768	102860	102933	102982	103013	103031	103035	103026	102995	102942	102871	102794	102729	102690	
	57.5	102095	102090	102113	102161	102226	102306	102391	102480	102563	102640	102708	102767	102815	102850	102863	102849	102811	102752	102696	102657	102652	
	60	102083	102046	102039	102056	102094	102147	102208	102272	102338	102401	102465	102523	102577	102617	102639	102637	102615	102582	102556	102553	102587	102695.3228
Jan	1973																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102567	102539	102514	102464	102391	102323	102312	102386	102514	102627	102665	102633	102586	102579	102624	102687	102728	102740	102736	102724	102694	
	42.5	102617	102640	102663	102674	102670	102672	102702	102764	102831	102853	102809	102715	102625	102587	102608	102665	102720	102757	102771	102763	102735	
	45	102539	102599	102660	102720	102782	102850	102926	102989	103010	102958	102840	102689	102564	102512	102536	102615	102708	102779	102810	102804	102769	
	47.5	102383	102447	102510	102581	102670	102779	102898	102997	103038	102996	102879	102728	102603	102546	102571	102655	102753	102823	102844	102816	102761	
	50	102195	102244	102293	102357	102450	102577	102729	102872	102972	102996	102943	102851	102760	102713	102728	102784	102847	102879	102857	102794	102714	
	52.5	101978	102019	102068	102133	102225	102353	102505	102662	102794	102874	102894	102875	102842	102826	102838	102869	102889	102876	102819	102734	102645	
	55	101728	101762	101815	101883	101970	102076	102198	102326	102444	102538	102602	102641	102671	102701	102734	102762	102765	102733	102669	102587	102515	
	57.5	101477	101490	101526	101578	101642	101715	101797	101884	101974	102061	102144	102220	102291	102358	102410	102442	102444	102414	102362	102304	102263	
	60	101273	101252	101250	101267	101299	101346	101405	101478	101559	101649	101738	101826	101906	101970	102013	102030	102018	101986	101947	101919	101913	102460.5503
	Jan	1974																					
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102540	102572	102581	102525	102412	102290	102232	102271	102374	102458	102455	102366	102268	102244	102326	102472	102619	102729	102802	102845	102845	
	42.5	102678	102721	102732	102695	102633	102592	102607	102663	102708	102690	102598	102489	102432	102468	102578	102702	102793	102847	102887	102924	102941	
	45	102796	102839	102865	102878	102904	102964	103045	103101	103073	102939	102750	102590	102535	102597	102728	102855	102932	102963	102979	103000	103012	
	47.5	102876	102918	102952	102997	103073	103183	103291	103340	103277	103105	102885	102712	102653	102713	102836	102956	103027	103046	103039	103024	102999	
	50	102876	102917	102955	103003	103076	103178	103279	103333	103304	103194	103048	102931	102889	102926	103005	103077	103110	103099	103060	103004	102938	
	52.5	102785	102829	102874	102917	102971	103043	103122	103189	103222	103216	103185	103154	103145	103157	103177	103181	103163	103120	103064	103001	102934	
	55	102650	102694	102741	102784	102823	102868	102925	102989	103055	103112	103157	103185	103201	103203	103188	103161	103125	103091	103061	103039	103020	
	57.5	102543	102570	102607	102644	102675	102705	102740	102787	102845	102907	102966	103013	103044	103055	103051	103041	103033	103035	103052	103078	103109	
	60	102483	102486	102509	102539	102570	102601	102636	102676	102724	102778	102832	102880	102920	102950	102972	102988	103006	103028	103056	103090	103126	102872.6138
Jan	1975																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102622	102758	102846	102856	102789	102697	102645	102677	102778	102877	102891	102796	102655	102559	102558	102625	102698	102728	102721	102699	102665	
	42.5	102581	102687	102768	102805	102804	102798	102815	102859	102899	102890	102808	102679	102567	102533	102585	102682	102763	102791	102772	102727	102669	
	45	102582	102655	102729	102799	102873	102956	103036	103080	103057	102948	102781	102615	102515	102515	102598	102711	102799	102830	102805	102741	102654	
	47.5	102565	102623	102686	102769	102881	103013	103136	103203	103182	103065	102893	102729	102632	102622	102683	102770	102836	102849	102805	102710	102585	
	50	102413	102474	102535	102618	102731	102875	103023	103133	103172	103131	103034	102925	102847	102821	102838	102873	102893	102871	102797	102674	102518	
	52.5	102118	102190	102265	102350	102458	102593	102739	102874	102969	103012	103011	102982	102953	102939	102942	102949	102941	102903	102820	102698	102549	
	55	101777	101862	101950	102046	102149	102263	102385	102504	102609	102690	102748	102787	102818	102847	102876	102899	102907	102887	102834	102755	102657	
	57.5	101487	101567	101658	101752	101845	101938	102029	102120	102205	102288	102365	102438	102510	102578	102642	102694	102730	102744	102738	102718	102693	
	60	101265	101326	101396	101475	101556	101637	101718	101799	101879	101961	102042	102124	102204	102279	102346	102403	102447	102479	102505	102530	102560	102600.5767
Jan	1976																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102115	102267	102419	102514	102529	102499	102494	102564	102689	102798	102835	102801	102760	102766	102824	102881	102885	102827	102733	102635	102539	
	42.5	102151	102300	102453	102572	102647	102706	102783	102888	102986	103031	103004	102938	102890	102893	102931	102958	102932	102849	102739	102625	102517	
	45	102211	102332	102460	102586	102719	102870	103039	103192	103281	103273	103182	103060	102969	102935	102939	102939	102902	102822	102714	102599	102480	
	47.5	102268	102368	102467	102580	102731	102927	103148	103340	103449	103442	103340	103199	103078	103004	102966	102935	102880	102791	102672	102531	102379	
	50	102248	102353	102446	102549	102690	102881	103101	103305	103442	103481	103434	103339	103239	103159	103096	103031	102940	102817	102661	102481	102295	
	52.5	102096	102231	102350	102466	102601	102764	102951	103132	103277	103362	103393	103380	103347	103303	103247	103166	103051	102902	102723	102535	102355	
	55	101848	102015	102172	102319	102461	102604	102750	102891	103015	103117	103192	103245	103277	103288	103264	103203	103101	102967	102816	102670	102548	
	57.5	101605	101784	101962	102131	102285	102422	102545	102653	102751	102841	102924	103000	103063	103106	103112	103081	103014	102923	102825	102744	102690	
	60	101427	101588	101758	101928	102090	102236	102362	102470	102564	102647	102724	102793	102849	102886	102897	102877	102831	102771	102712	102667	102647	102755.2063
Jan	1977																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102517	102493	102517	102547	102546	102536	102553	102620	102711	102775	102793	102815	102911	103103	103328	103485	103516	103446	103345	103250	103155	
	42.5	102743	102743	102785	102842	102895	102950	103026	103123	103217	103279	103313	103359	103458	103605	103744	103803	103756	103638	103504	103386	103277	
	45	103005	103006	103030	103077	103148	103248	103374	103509	103620	103690	103726	103763	103826	103909	103970	103966	103884	103753	103610	103474	103342	
	47.5	103252	103244	103239	103254	103306	103406	103546	103699	103825	103904	103937	103947	103959	103976	103979	103944	103862	103738	103588	103420	103238	
	50	103389	103393	103390	103393	103427	103506	103626	103763	103881	103957	103984	103974	103949	103923	103890	103841	103763	103649	103495	103303	103084	
	52.5	103363	103399	103431	103461	103502	103563	103645	103741	103829	103891	103916	103912	103889	103855	103816	103769	103705	103612	103483	103317	103123	
	55	103238	103294	103358	103417	103467	103511	103559	103610	103664	103713	103752	103777	103785	103782	103768	103743	103707	103655	103586	103491	103379	
	57.5	103147	103194	103252	103306	103344	103368	103387	103410	103446	103496	103555	103613	103659	103690	103701	103697	103684	103665	103641	103613	103567	
	60	103145	103169	103198	103224	103239	103246	103253	103274	103312	103371	103444	103517	103576	103611	103619	103604	103576	103544	103517	103493	103465	103452.3333
Jan	1978																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102714	102849	103027	103200	103304	103312	103257	103214	103227	103284	103331	103327	103280	103229	103197	103168	103106	102994	102843	102677	102516	
	42.5	102720	102858	103037	103222	103366	103446	103475	103483	103492	103502	103496	103468	103429	103390	103349	103286	103180	103035	102865	102698	102546	
	45	102779	102875	103002	103148	103299	103437	103555	103646	103700	103709	103675	103613	103539	103462	103376	103270	103134	102976	102812	102657	102516	
	47.5	102882	102931	102988	103065	103171	103309	103461	103602	103697	103726	103688	103601	103489	103371	103250	103124	102989	102845	102698	102547	102396	
	50	102883	102914	102939	102974	103039	103145	103280	103417	103516	103553	103518	103427	103307	103179	103056	102944	102834	102720	102591	102442	102278	
	52.5	102668	102711	102752	102798	102861	102945	103049	103149	103222	103247	103220	103149	103054	102957	102867	102789	102717	102636	102537	102411	102266	
	55	102292	102347	102416	102489	102564	102636	102704	102763	102800	102813	102799	102768	102725	102683	102645	102612	102579	102536	102480	102406	102320	
	57.5	101912	101961	102029	102100	102163	102214	102250	102276	102293	102307	102321	102336	102350	102364	102373	102375	102368	102354	102334	102310	102284	
	60	101605	101636	101677	101721	101760	101791	101816	101841	101872	101914	101965	102021	102075	102118	102144	102153	102147	102133	102119	102113	102114	102824.1058
Jan	1979																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102561	102619	102695	102757	102781	102773	102774	102815	102895	102962	102961	102891	102812	102795	102843	102900	102894	102810	102686	102577	102488	
	42.5	102712	102782	102869	102947	103000	103038	103077	103128	103170	103174	103123	103042	102980	102970	102999	103012	102966	102862	102736	102629	102549	
	45	103001	103077	103158	103232	103291	103343	103394	103430	103432	103378	103278	103166	103083	103050	103044	103025	102962	102863	102749	102649	102567	
	47.5	103276	103336	103387	103422	103450	103482	103519	103546	103531	103460	103343	103214	103108	103045	103011	102979	102925	102835	102723	102601	102482	
	50	103336	103365	103377	103373	103367	103378	103407	103438	103440	103394	103302	103189	103087	103017	102976	102945	102896	102811	102686	102531	102366	
	52.5	103148	103149	103140	103124	103113	103122	103153	103191	103216	103207	103159	103089	103021	102972	102945	102923	102885	102807	102689	102537	102379	
	55	102837	102824	102813	102803	102800	102811	102839	102876	102907	102921	102913	102892	102871	102861	102862	102862	102846	102801	102729	102640	102550	
	57.5	102527	102500	102483	102473	102472	102483	102504	102535	102569	102601	102629	102652	102674	102701	102726	102746	102753	102748	102735	102721	102711	
	60	102246	102201	102170	102154	102153	102168	102204	102252	102312	102377	102442	102503	102554	102594	102622	102636	102641	102643	102649	102664	102685	102886.8889
Jan	1980																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102499	102561	102624	102675	102702	102715	102740	102801	102886	102957	102981	102976	102999	103091	103224	103320	103311	103197	103031	102868	102720	
	42.5	102578	102631	102688	102748	102814	102899	103005	103123	103223	103282	103304	103321	103373	103459	103539	103549	103460	103292	103101	102929	102781	
	45	102715	102765	102821	102894	103002	103158	103341	103520	103648	103703	103701	103680	103672	103677	103661	103585	103440	103252	103056	102883	102735	
	47.5	102871	102926	102976	103043	103154	103319	103523	103721	103861	103914	103889	103820	103743	103666	103579	103461	103305	103119	102920	102726	102547	
	50	102930	102992	103040	103092	103174	103301	103466	103633	103756	103808	103790	103721	103631	103540	103446	103338	103202	103031	102827	102608	102394	
	52.5	102811	102882	102942	102997	103064	103153	103265	103383	103483	103544	103559	103539	103502	103457	103404	103331	103227	103082	102896	102688	102480	
	55	102554	102629	102708	102784	102858	102935	103019	103109	103199	103278	103341	103386	103415	103427	103419	103379	103305	103197	103059	102909	102759	
	57.5	102274	102339	102420	102506	102591	102674	102759	102852	102951	103054	103155	103246	103316	103357	103366	103339	103283	103206	103120	103034	102952	
	60	102053	102094	102156	102233	102318	102414	102516	102631	102755	102884	103008	103115	103191	103229	103227	103190	103129	103061	102997	102943	102893	103094.5926
	Jan	1981																					
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102429	102576	102705	102785	102815	102823	102849	102918	103011	103082	103102	103093	103118	103223	103387	103525	103569	103507	103381	103237	103085	
	42.5	102456	102590	102722	102830	102917	103001	103098	103199	103286	103336	103362	103402	103491	103633	103776	103853	103827	103711	103557	103394	103231	
	45	102615	102712	102819	102931	103057	103203	103362	103505	103603	103650	103672	103710	103790	103897	103982	103998	103929	103796	103638	103469	103289	
	47.5	102896	102959	103017	103087	103193	103345	103531	103713	103850	103923	103947	103949	103957	103969	103966	103927	103846	103730	103584	103409	103199	
	50	103127	103170	103186	103203	103253	103367	103537	103732	103904	104013	104050	104023	103968	103897	103828	103761	103695	103613	103495	103322	103088	
	52.5	103133	103178	103186	103180	103195	103263	103392	103560	103729	103854	103911	103896	103835	103755	103683	103634	103603	103565	103486	103341	103127	
	55	102903	102966	103003	103021	103042	103089	103178	103299	103433	103545	103616	103636	103619	103586	103559	103552	103557	103554	103517	103422	103267	
	57.5	102567	102653	102730	102794	102848	102907	102977	103064	103159	103250	103322	103368	103391	103400	103406	103416	103429	103433	103414	103359	103266	
	60	102230	102330	102431	102528	102618	102704	102787	102872	102956	103037	103104	103154	103183	103192	103187	103172	103152	103128	103098	103058	103005	103315.8571
Jan	1982																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102475	102582	102692	102777	102814	102811	102792	102792	102812	102823	102795	102736	102711	102781	102943	103122	103215	103177	103045	102890	102764	
	42.5	102485	102575	102684	102793	102891	102972	103037	103082	103093	103063	103008	102970	102998	103112	103273	103398	103413	103310	103137	102961	102822	
	45	102527	102589	102671	102773	102897	103033	103168	103270	103310	103288	103233	103199	103226	103318	103431	103496	103466	103340	103162	102978	102813	
	47.5	102600	102655	102707	102772	102868	103000	103151	103284	103364	103378	103346	103310	103307	103346	103400	103425	103384	103272	103104	102904	102698	
	50	102603	102675	102727	102772	102834	102930	103059	103191	103293	103343	103343	103317	103298	103299	103314	103320	103283	103188	103032	102823	102585	
	52.5	102437	102545	102627	102690	102753	102835	102940	103058	103163	103236	103270	103273	103268	103269	103276	103277	103248	103169	103033	102844	102623	
	55	102129	102257	102374	102477	102568	102661	102762	102867	102969	103054	103117	103159	103193	103218	103239	103247	103227	103168	103067	102929	102774	
	57.5	101805	101929	102057	102180	102294	102402	102508	102611	102710	102803	102888	102961	103024	103071	103103	103113	103096	103054	102988	102909	102824	
	60	101545	101648	101761	101879	101997	102114	102228	102340	102449	102553	102650	102734	102799	102844	102865	102859	102832	102791	102746	102703	102670	102899.1799
Jan	1983																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102536	102649	102765	102853	102891	102886	102885	102942	103055	103164	103207	103182	103163	103219	103351	103481	103518	103442	103296	103145	103015	
	42.5	102508	102615	102729	102839	102932	103012	103090	103181	103280	103357	103399	103417	103456	103536	103634	103693	103660	103533	103355	103179	103033	
	45	102491	102573	102668	102790	102940	103117	103303	103474	103608	103681	103702	103696	103695	103710	103728	103705	103623	103480	103305	103130	102975	
	47.5	102473	102544	102622	102735	102902	103125	103378	103618	103795	103882	103881	103822	103740	103666	103599	103529	103437	103313	103162	102996	102825	
	50	102370	102459	102542	102645	102795	103003	103250	103492	103678	103773	103769	103690	103576	103466	103377	103307	103241	103152	103030	102872	102692	
	52.5	102123	102250	102363	102477	102611	102776	102968	103160	103314	103403	103418	103374	103303	103232	103181	103149	103116	103062	102967	102834	102675	
	55	101784	101942	102092	102233	102369	102504	102642	102774	102886	102965	103007	103021	103018	103015	103015	103015	103004	102968	102901	102809	102707	
	57.5	101468	101632	101802	101962	102107	102235	102349	102449	102537	102613	102675	102725	102766	102795	102812	102812	102793	102757	102713	102667	102630	
	60	101240	101385	101541	101699	101847	101981	102099	102205	102300	102385	102458	102517	102555	102572	102564	102535	102490	102446	102415	102406	102422	102923.2169
Jan	1984																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102667	102832	102984	103077	103099	103092	103109	103171	103246	103271	103226	103158	103151	103242	103384	103473	103446	103320	103164	103024	102903	
	42.5	102766	102913	103058	103167	103241	103312	103405	103514	103599	103626	103601	103575	103601	103680	103756	103758	103654	103479	103289	103122	102979	
	45	102927	103025	103134	103242	103358	103496	103657	103813	103921	103963	103957	103944	103952	103968	103950	103861	103699	103499	103303	103132	102980	
	47.5	103167	103223	103285	103361	103467	103617	103798	103976	104110	104176	104180	104150	104099	104025	103915	103762	103579	103387	103206	103034	102866	
	50	103350	103394	103424	103459	103523	103630	103777	103936	104068	104144	104156	104107	104014	103888	103738	103579	103420	103264	103107	102938	102757	
	52.5	103336	103387	103416	103434	103462	103520	103610	103719	103820	103888	103904	103867	103785	103675	103557	103444	103340	103236	103117	102968	102796	
	55	103134	103193	103235	103264	103287	103320	103370	103434	103502	103555	103581	103574	103540	103487	103432	103383	103336	103281	103202	103094	102964	
	57.5	102870	102923	102973	103019	103056	103093	103136	103186	103239	103290	103330	103353	103360	103355	103341	103325	103303	103273	103226	103160	103080	
	60	102618	102656	102702	102755	102809	102868	102931	102998	103067	103133	103189	103228	103250	103251	103237	103213	103182	103147	103110	103072	103031	103374.381
	Jan	1985																					
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102506	102633	102758	102861	102927	102959	102985	103027	103082	103117	103101	103049	103015	103048	103135	103213	103219	103149	103043	102949	102873	
	42.5	102535	102636	102747	102861	102973	103087	103203	103304	103365	103369	103325	103274	103261	103304	103370	103402	103362	103257	103132	103024	102942	
	45	102665	102741	102829	102941	103088	103271	103464	103624	103706	103693	103613	103518	103456	103443	103452	103440	103381	103283	103169	103065	102975	
	47.5	102883	102947	103007	103087	103213	103393	103600	103780	103878	103868	103768	103630	103507	103424	103377	103344	103304	103240	103155	103053	102937	
	50	102992	103061	103104	103149	103226	103354	103516	103670	103764	103765	103678	103544	103407	103306	103250	103231	103226	103206	103150	103050	102910	
	52.5	102809	102895	102952	102994	103050	103133	103243	103353	103428	103446	103401	103317	103229	103167	103148	103164	103194	103211	103188	103116	103000	
	55	102362	102463	102549	102622	102695	102774	102861	102946	103013	103050	103057	103041	103024	103021	103042	103086	103137	103182	103201	103190	103148	
	57.5	101860	101956	102057	102157	102256	102353	102451	102543	102624	102693	102745	102785	102819	102853	102891	102937	102988	103044	103098	103149	103185	
	60	101481	101553	101641	101743	101854	101971	102092	102213	102329	102437	102532	102609	102668	102712	102745	102773	102807	102851	102913	102986	103056	103018.3333
Jan	1986																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102624	102832	103015	103122	103139	103103	103082	103125	103212	103274	103249	103155	103082	103102	103206	103304	103302	103176	102992	102820	102688	
	42.5	102572	102750	102922	103044	103108	103149	103207	103294	103377	103410	103372	103303	103274	103324	103419	103480	103434	103283	103079	102888	102737	
	45	102560	102695	102838	102972	103094	103225	103370	103512	103607	103626	103572	103496	103452	103467	103506	103514	103444	103295	103107	102923	102763	
	47.5	102637	102740	102848	102960	103092	103257	103448	103627	103746	103775	103718	103624	103539	103490	103462	103425	103347	103223	103061	102881	102697	
	50	102704	102793	102868	102945	103047	103192	103367	103541	103668	103711	103674	103586	103489	103411	103356	103306	103241	103142	103004	102828	102623	
	52.5	102643	102720	102783	102845	102923	103031	103165	103303	103410	103462	103456	103410	103352	103303	103269	103240	103198	103128	103019	102870	102688	
	55	102459	102524	102588	102653	102728	102817	102918	103018	103099	103155	103185	103194	103197	103202	103207	103204	103182	103138	103067	102976	102867	
	57.5	102259	102302	102359	102427	102504	102587	102670	102749	102823	102888	102947	103000	103049	103088	103110	103109	103087	103049	103007	102971	102938	
	60	102094	102114	102152	102207	102275	102352	102433	102517	102600	102686	102770	102848	102911	102949	102956	102930	102883	102830	102789	102770	102772	103050.3598
Jan	1987																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102670	102848	102982	103062	103092	103100	103118	103171	103249	103304	103285	103197	103100	103063	103100	103154	103148	103062	102935	102828	102756	
	42.5	102572	102734	102879	102986	103061	103129	103211	103307	103389	103417	103378	103300	103236	103225	103252	103266	103214	103095	102957	102849	102781	
	45	102512	102638	102770	102894	103017	103152	103301	103445	103547	103570	103512	103413	103320	103267	103245	103220	103161	103067	102961	102872	102802	
	47.5	102488	102588	102694	102804	102932	103086	103264	103435	103554	103580	103512	103383	103245	103137	103078	103048	103028	102996	102944	102869	102771	
	50	102390	102480	102567	102657	102767	102905	103071	103235	103353	103388	103330	103207	103068	102959	102907	102908	102939	102959	102940	102862	102731	
	52.5	102153	102240	102330	102425	102530	102658	102801	102941	103046	103090	103068	102999	102919	102866	102861	102900	102954	102988	102969	102886	102751	
	55	101841	101926	102030	102147	102273	102403	102533	102650	102739	102793	102815	102813	102813	102828	102867	102919	102963	102979	102950	102881	102790	
	57.5	101573	101645	101752	101882	102020	102154	102275	102377	102457	102520	102570	102616	102663	102711	102758	102791	102805	102794	102767	102736	102713	
	60	101393	101444	101532	101646	101774	101901	102015	102115	102199	102273	102339	102399	102451	102491	102509	102507	102487	102460	102442	102448	102480	102806.4497
Jan	1988																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102384	102447	102539	102629	102683	102696	102702	102734	102795	102844	102852	102835	102856	102961	103120	103245	103255	103146	102978	102815	102676	
	42.5	102456	102525	102628	102735	102826	102896	102959	103029	103097	103142	103154	103156	103189	103270	103366	103412	103361	103220	103030	102836	102659	
	45	102548	102626	102729	102849	102978	103111	103247	103375	103472	103514	103505	103464	103427	103409	103394	103352	103257	103111	102931	102738	102542	
	47.5	102620	102696	102779	102878	103006	103165	103349	103529	103666	103726	103701	103612	103495	103374	103262	103148	103024	102881	102710	102519	102310	
	50	102618	102677	102731	102795	102894	103038	103225	103421	103578	103659	103648	103558	103420	103267	103119	102979	102842	102691	102517	102317	102102	
	52.5	102504	102550	102594	102644	102722	102841	102996	103162	103303	103386	103397	103347	103255	103145	103033	102917	102789	102640	102467	102275	102081	
	55	102296	102339	102390	102453	102534	102634	102750	102863	102958	103019	103041	103034	103005	102967	102918	102849	102756	102632	102487	102335	102193	
	57.5	102075	102109	102165	102236	102318	102405	102487	102556	102608	102641	102658	102668	102676	102677	102664	102629	102567	102478	102377	102280	102199	
	60	101915	101925	101960	102018	102086	102156	102222	102273	102309	102330	102341	102346	102346	102336	102312	102269	102207	102134	102064	102009	101974	102803.0106
Jan	1989																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102514	102599	102685	102740	102743	102715	102701	102744	102837	102920	102949	102923	102912	102971	103092	103217	103277	103255	103177	103077	102967	
	42.5	102506	102595	102688	102763	102813	102850	102896	102959	103025	103066	103075	103075	103102	103174	103270	103341	103353	103306	103224	103127	103025	
	45	102462	102546	102633	102721	102819	102935	103064	103185	103266	103291	103272	103244	103237	103263	103297	103308	103283	103225	103150	103064	102968	
	47.5	102358	102448	102524	102605	102720	102885	103085	103279	103415	103468	103441	103371	103295	103236	103192	103150	103107	103057	102998	102923	102828	
	50	102126	102235	102312	102387	102496	102666	102887	103117	103300	103396	103395	103324	103221	103117	103036	102980	102945	102918	102882	102822	102733	
	52.5	101753	101883	101987	102081	102190	102341	102533	102740	102921	103040	103083	103059	103000	102934	102886	102862	102858	102860	102848	102807	102741	
	55	101334	101476	101614	101740	101864	101998	102145	102300	102443	102558	102636	102677	102696	102707	102722	102744	102768	102786	102786	102766	102730	
	57.5	100994	101124	101270	101416	101553	101680	101801	101917	102029	102134	102230	102314	102388	102450	102500	102537	102561	102572	102570	102565	102559	
	60	100778	100871	100991	101125	101259	101387	101507	101623	101734	101847	101953	102052	102135	102196	102235	102251	102249	102243	102237	102245	102268	102631.7884
Jan	1990																						
	70	72.5	75	77.5	80	82.5	85	87.5	90	92.5	95	97.5	100	102.5	105	107.5	110	112.5	115	117.5	120		
	40	102496	102502	102549	102608	102643	102645	102646	102676	102735	102782	102784	102756	102760	102849	103017	103196	103308	103323	103265	103177	103077	
	42.5	102686	102711	102764	102828	102887	102935	102978	103017	103044	103041	103019	103012	103065	103191	103354	103485	103529	103481	103381	103270	103169	
	45	102814	102865	102926	102998	103086	103186	103287	103366	103402	103387	103345	103322	103352	103438	103540	103605	103603	103538	103438	103336	103237	
